FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/Medellin Challenger 2014/First Round Matches/Lama v Kev King,1441,81907.46,91369.6258,22858.7262,2/9/14 17:16,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Lapentti v N Barrientos,3855,326962.46,295622.6482,224346.223,3/9/14 19:51,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/M Cuevas v Lipovsek Puches,1449,96412.16,113637.1272,43373.3776,2/9/14 18:32,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Molteni v Souza,1062,55416.32,63434.7956,14860.268,3/9/14 17:29,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Quintero v Bagnis,1233,65791.76,69228.4536,10302.9124,3/9/14 0:50,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Salamanca v Spir,1057,52227.74,63549.3002,13389.6798,2/9/14 18:48,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Trungelliti v Dellien,434,21010.64,22706.5876,4221.166,2/9/14 20:05,Colombia,Medell’n
Group A/Medellin Challenger 2014/First Round Matches/Turini v J Hernandez,1991,122686.76,156057.1306,24913.2952,2/9/14 17:38,Colombia,Medell’n
Group A/Medellin Challenger 2014/Quarter Final Matches/Alejandro Gonzalez v A Krajicek,12588,927574.67,290401.593,1145533.458,5/9/14 23:18,Colombia,Medell’n
Group A/Medellin Challenger 2014/Quarter Final Matches/Clezar v Souza,5979,714105.4,833298.4948,162826.5742,5/9/14 21:48,Colombia,Medell’n
Group A/Medellin Challenger 2014/Quarter Final Matches/Lama v Bagnis,1239,72317.99,82216.0812,21057.0284,5/9/14 18:12,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/Alejandro Gonzalez v F De Paula,2203,227164.23,254986.5111,36232.0326,5/9/14 1:03,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/Clezar v Lipovsek Puches,523,80863.8,86874.8148,9613.436,4/9/14 17:29,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/Ghem v Odesnik,1708,61844.9,68557.486,20902.5174,4/9/14 20:37,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/J Hernandez v Souza,20894,1509859.86,1579752.565,837618.9512,4/9/14 23:33,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/Lama v G Mina,2003,70034.52,50872.1816,65208.872,4/9/14 19:57,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/Lapentti v A Krajicek,3331,204157.4,224738.6322,107656.2372,4/9/14 18:29,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/M Arevalo v Salamanca,1580,73674.1,80340.4009,38676.896,4/9/14 20:41,Colombia,Medell’n
Group A/Medellin Challenger 2014/Second Round Matches/Trungelliti v Bagnis,4238,332033.96,335206.7176,168365.8302,4/9/14 18:43,Colombia,Medell’n
Group A/Medellin Challenger 2014/Semi Final Matches/A Krajicek v Ghem,3539,246606.48,249373.836,149073.3184,6/9/14 18:52,Colombia,Medell’n
Group A/Medellin Challenger 2014/Semi Final Matches/Souza v Bagnis,4907,340390.56,369239.5636,146394.5722,6/9/14 20:37,Colombia,Medell’n
Group A/Medellin Challenger 2014/The Final/A Krajicek v Souza,5470,469965.34,431452.8306,269449.3762,7/9/14 18:00,Colombia,Medell’n
Group A/Shanghai Challenger 2014/First Round Matches/D Wu v Matsui,721,25494.42,29284.5724,7886.073,2/9/14 3:27,China,"	Shanghai"
Group A/Shanghai Challenger 2014/First Round Matches/Duckworth v E Ymer,1198,91289.04,97680.233,29808.246,2/9/14 5:36,China,"	Shanghai"
Group A/Shanghai Challenger 2014/First Round Matches/Hy Chung v Udomchoke,595,40756.94,35423.0922,18664.89,3/9/14 5:28,China,"	Shanghai"
Group A/Shanghai Challenger 2014/First Round Matches/Jor Thompson v Zhe Li,4782,237309.94,188079.239,188252.5928,3/9/14 7:36,China,"	Shanghai"
Group A/Shanghai Challenger 2014/First Round Matches/Kibi v San Singh,284,19031.42,19481.459,8948.346,3/9/14 7:12,China,"	Shanghai"
Group A/Shanghai Challenger 2014/First Round Matches/L Huang v Uchiyama,574,22525.36,25366.1542,12163.47,2/9/14 4:25,China,"	Shanghai"
Group A/Shanghai Challenger 2014/First Round Matches/Millman v Ze Zhang,739,29484.66,29873.1866,10981.0274,3/9/14 7:28,China,"	Shanghai"
